user,is_anonymous,num_edits,added_words,deleted_words,changed_words,reverts_done,num_added_on_users,num_deleted_from_users,num_edited_after_users,num_reverted_users,num_reverted_by_users,vandal_label,deletion_ratio,aggression_ratio,community_rejection,revert_ratio
99.61.240.100,1,1,1,0,0,1,1,0,0,3,4,0,0.0,0.0,2.0,0.5
114.76.93.111,1,1,0,0,0,0,0,0,0,0,5,0,0.0,0.0,5.0,0.0
184.59.10.51,1,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
109.86.151.215,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
174.52.216.253,1,1,0,0,0,0,0,0,0,0,3,0,0.0,0.0,3.0,0.0
Israell,0,2,20,3,3,0,1,0,2,0,0,0,0.1111111111111111,0.0,0.0,0.0
Tonymjohn,0,1,23,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0
Parkc030,0,1,2,0,0,0,1,0,0,0,1,1,0.0,0.0,0.5,0.0
Knave7,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Locke411,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
112.209.241.70,1,1,10,15,10,0,0,0,1,0,3,0,0.4166666666666667,0.0,1.5,0.0
220.239.137.135,1,1,7,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Nutty but Nice,0,1,625,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
59.96.35.70,1,1,1,0,0,0,1,0,0,0,3,0,0.0,0.0,1.5,0.0
86.144.58.17,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Orbea,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
While08,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BigBen212,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Caggymorgan,0,1,14,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
Andrewneely,0,1,0,1,0,0,0,1,0,0,1,0,0.5,0.5,0.5,0.0
Crusier,0,1,18,7,7,0,1,0,1,0,0,0,0.21212121212121213,0.0,0.0,0.0
Rich Janis,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Angantus,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
70.31.52.212,1,1,5,0,0,0,1,0,0,0,3,1,0.0,0.0,1.5,0.0
83.183.106.75,1,1,2,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
XXmatt69Xx1,0,1,4,1,1,0,1,0,1,0,0,0,0.14285714285714285,0.0,0.0,0.0
125.161.202.165,1,1,2,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
Blakescott22,0,1,1,102,1,0,0,0,1,0,0,0,0.9714285714285714,0.0,0.0,0.0
76.126.94.232,1,1,1,33,1,0,0,0,1,0,4,0,0.9166666666666666,0.0,2.0,0.0
212.28.244.221,1,1,25,0,0,1,3,0,0,0,2,1,0.0,0.0,0.5,0.5
Vrinan,0,3,1,6,1,1,0,1,1,1,2,0,0.6666666666666666,0.25,0.6666666666666666,0.25
Collinf,0,1,1,1,1,0,0,0,1,0,0,0,0.25,0.0,0.0,0.0
Spiroskalafationes,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
12.91.202.226,1,1,8,0,0,0,2,0,0,0,3,1,0.0,0.0,1.0,0.0
Gerhman,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Ryugos0824,0,1,21,10,8,0,1,0,2,0,2,0,0.25,0.0,0.5,0.0
68.184.195.57,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Dia^,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
201.141.64.47,1,1,4,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Gorillaz711,0,1,4,0,0,0,1,0,0,0,2,1,0.0,0.0,1.0,0.0
95.144.79.80,1,1,1,0,0,0,1,0,0,0,4,0,0.0,0.0,2.0,0.0
50.131.4.212,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Darrenhusted,0,4,0,17,0,5,0,4,0,18,1,0,0.9444444444444444,0.8,0.2,1.0
Ymirfrostgiant,0,1,21,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Simonetta.p,0,1,2,0,0,0,1,0,0,0,4,0,0.0,0.0,2.0,0.0
Scooteristi,0,2,68,63,63,0,1,0,1,0,0,0,0.3230769230769231,0.0,0.0,0.0
Crunch,0,2,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
123.16.64.72,1,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
AlejandroMS,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0
49.200.165.120,1,1,6,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
74.177.136.196,1,1,1,42,1,0,0,0,1,0,1,0,0.9333333333333333,0.0,0.5,0.0
Darrell Greenwood,0,3,247,53,4,18,20,10,3,20,13,0,0.1737704918032787,2.5,0.38235294117647056,4.5
Piledhigheranddeeper,0,8,27,2,2,0,6,0,2,0,0,0,0.0625,0.0,0.0,0.0
Jovanbursac,0,1,3,0,0,0,1,0,0,0,2,1,0.0,0.0,1.0,0.0
175.137.64.24,1,1,0,2,0,0,0,1,0,0,0,0,0.6666666666666666,0.5,0.0,0.0
Angel caboodle,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
217.206.225.5,1,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
68.8.109.230,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Bacon and the Sandwich,0,2,36,0,0,1,1,0,0,3,0,0,0.0,0.0,0.0,0.3333333333333333
Calvin44,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Jackal Killer,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
ParkKimLim,0,1,0,6,0,0,0,1,0,0,0,0,0.8571428571428571,0.5,0.0,0.0
200.77.22.46,1,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
LeadSongDog,0,2,26,18,8,3,5,1,1,5,2,0,0.33962264150943394,0.3333333333333333,0.25,1.0
Larrytheordinarydragon,0,1,540,23,12,0,12,2,3,0,3,0,0.03993055555555555,1.0,0.16666666666666666,0.0
82.15.67.221,1,1,2,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Bluebasket,0,3,4,2,2,0,1,0,1,0,1,0,0.2222222222222222,0.0,0.3333333333333333,0.0
Luckas Blade,0,7,0,0,0,7,0,0,0,25,7,0,0.0,0.0,7.0,0.875
92.4.186.123,1,1,6,2,2,0,0,0,1,0,1,0,0.18181818181818182,0.0,0.5,0.0
Ciaran Sinclair,0,4,2,1,0,1,2,1,0,0,0,0,0.25,0.2,0.0,0.2
Wendy Juan Ardli,0,2,8,0,0,0,2,0,0,0,2,0,0.0,0.0,0.6666666666666666,0.0
76.190.184.66,1,1,3,4,3,0,0,0,1,0,0,0,0.36363636363636365,0.0,0.0,0.0
71.236.236.26,1,1,4,0,0,0,1,0,0,0,4,1,0.0,0.0,2.0,0.0
69.125.139.79,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Vikingwarrior5678,0,1,0,0,0,1,0,0,0,3,2,0,0.0,0.0,2.0,0.5
Skyeliam,0,1,0,0,0,1,0,0,0,2,1,0,0.0,0.0,1.0,0.5
NFL Freak -SINCE 2011-,0,1,22,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
71.88.52.193,1,1,0,2,0,0,0,1,0,0,2,0,0.6666666666666666,0.5,1.0,0.0
Academiarecords,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Ajfweb,0,6,22,8,4,1,6,3,3,1,2,0,0.22857142857142856,0.42857142857142855,0.15384615384615385,0.14285714285714285
E. Fokker,0,2,0,0,0,2,0,0,0,11,2,0,0.0,0.0,2.0,0.6666666666666666
58.169.135.251,1,1,1,1,1,0,0,0,1,0,1,0,0.25,0.0,0.5,0.0
24.17.193.212,1,1,0,0,0,1,0,0,0,3,3,0,0.0,0.0,3.0,0.5
94.217.109.37,1,1,0,62,0,0,0,1,0,0,0,0,0.9841269841269841,0.5,0.0,0.0
Sonicsuns,0,4,36,9,8,0,3,0,2,0,1,0,0.16666666666666666,0.0,0.16666666666666666,0.0
195.113.184.155,1,1,2,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Snotbot,0,6,57,0,0,0,3,0,0,0,4,0,0.0,0.0,1.0,0.0
Lawstubes,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
98.234.237.46,1,1,15,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
131.111.184.82,1,1,0,0,0,0,0,0,0,0,3,0,0.0,0.0,3.0,0.0
67.203.186.99,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
122.107.168.30,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Artoasis,0,18,28,41,7,2,2,5,3,2,1,0,0.5324675324675324,0.2631578947368421,0.09090909090909091,0.10526315789473684
Circle314,0,1,3,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
99.50.100.153,1,1,8,6,6,0,0,0,2,0,0,0,0.2857142857142857,0.0,0.0,0.0
Krutikaa,0,1,5,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Roger491127,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
173.30.198.253,1,1,4,0,0,0,2,0,0,0,4,0,0.0,0.0,1.3333333333333333,0.0
Bobbytheonlyone,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
68.250.159.126,1,1,4,0,0,0,1,0,0,0,3,0,0.0,0.0,1.5,0.0
Lokpest,0,1,8,3,3,0,0,0,1,0,0,0,0.2,0.0,0.0,0.0
Ocdncntx,0,1,45,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
211.25.212.126,1,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Subtropical-man,0,4,8,6,3,3,2,2,2,12,5,0,0.3333333333333333,0.4,0.7142857142857143,0.6
JaciFan,0,1,3,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
114.198.72.89,1,1,3,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0
86.6.84.114,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
65.79.1.163,1,1,1,0,0,0,1,0,0,0,1,1,0.0,0.0,0.5,0.0
A4bot,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Plkrtn,0,1,26,7,3,3,3,2,3,2,6,0,0.1891891891891892,1.0,0.6666666666666666,1.5
212.116.219.201,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
72.223.82.252,1,1,4,0,0,0,1,0,0,0,5,1,0.0,0.0,2.5,0.0
Jmaxim2001,0,1,1,0,0,0,1,0,0,0,1,1,0.0,0.0,0.5,0.0
92.25.131.184,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Dennis Brown,0,3,23,0,0,2,2,0,0,2,0,0,0.0,0.0,0.0,0.5
82.36.190.34,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Abdullah8m,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Michael Anon,0,2,0,1,0,0,0,1,0,0,0,0,0.5,0.3333333333333333,0.0,0.0
121.222.196.254,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
The Anome,0,4,0,26,0,2,0,1,0,2,2,0,0.9629629629629629,0.2,1.0,0.4
Arch dude,0,2,3,1,1,0,0,0,1,0,0,0,0.16666666666666666,0.0,0.0,0.0
86.143.203.153,1,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0
Indextookviewsgoals,0,2,14,4648,1,0,2,1,1,0,5,0,0.9965694682675815,0.3333333333333333,1.0,0.0
Kallionae,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
69.137.76.202,1,1,3,1,1,0,1,0,1,0,2,1,0.16666666666666666,0.0,0.6666666666666666,0.0
2.28.145.105,1,1,11,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
140.247.239.239,1,1,25,3,3,0,0,0,1,0,2,0,0.09375,0.0,1.0,0.0
IBlob,0,1,3,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Onionunion,0,1,4,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
TitaniumCarbide,0,3,2,3,1,0,0,1,1,0,0,0,0.42857142857142855,0.25,0.0,0.0
97.107.69.129,1,1,8,339,8,0,0,0,3,0,3,1,0.952247191011236,0.0,0.75,0.0
216.228.112.21,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
86.29.140.118,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Dustman81,0,1,8,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
92.39.194.154,1,1,15,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
TorQue Astur,0,1,6,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Manticore126,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Neutrality,0,4,5,5,3,1,0,1,2,0,0,0,0.35714285714285715,0.2,0.0,0.2
70.105.115.39,1,1,29,0,0,0,2,0,0,0,4,0,0.0,0.0,1.3333333333333333,0.0
Dead Mary,0,3,13,0,0,0,2,0,0,0,4,0,0.0,0.0,1.3333333333333333,0.0
Rpeh,0,3,18,2,2,3,1,0,2,3,1,0,0.08695652173913043,0.0,0.25,0.75
Marax,0,2,23,1,0,0,3,1,0,0,1,0,0.04,0.3333333333333333,0.2,0.0
Supersharma,0,1,0,1,0,0,0,1,0,0,0,0,0.5,0.5,0.0,0.0
Mirwais Hotak,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0
2.102.230.13,1,1,2,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
115.241.183.47,1,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
98.94.225.101,1,1,13,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
68.94.11.229,1,1,3,1393,3,0,0,0,2,0,3,1,0.995,0.0,1.0,0.0
MacD379,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
96.231.122.175,1,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
27.106.117.45,1,1,1,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
Posters5,0,1,4,3,3,0,0,0,1,0,0,0,0.2727272727272727,0.0,0.0,0.0
Nineteen-Eightyit(s),0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Simpsonguy1987,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0
220.233.42.239,1,1,3,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
70.73.147.118,1,1,3,0,0,0,1,0,0,0,5,1,0.0,0.0,2.5,0.0
193.160.204.155,1,1,0,46,0,0,0,1,0,0,3,0,0.9787234042553191,0.5,1.5,0.0
Moulnj00,0,1,22,9774,22,0,0,0,2,0,1,0,0.995417048579285,0.0,0.3333333333333333,0.0
Composemi,0,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
MouthyMatthew,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
The Earwig,0,2,2,0,0,4,1,0,0,4,2,0,0.0,0.0,1.0,1.3333333333333333
Jeremyeyork,0,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
132.198.249.39,1,1,7,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
58.164.65.54,1,1,2,0,0,0,2,0,0,0,3,1,0.0,0.0,1.0,0.0
74.12.188.12,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Gnfnrf,0,2,0,1,0,0,0,1,0,0,0,0,0.5,0.3333333333333333,0.0,0.0
204.169.64.15,1,1,4,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
82.155.48.104,1,1,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.5
AnonymousRulez,0,1,5,0,0,0,1,0,0,0,4,1,0.0,0.0,2.0,0.0
Atheros1,0,1,8,12,5,0,0,1,4,0,0,0,0.46153846153846156,0.5,0.0,0.0
71.33.135.187,1,1,3,6,3,0,0,0,1,0,1,0,0.46153846153846156,0.0,0.5,0.0
2.25.126.173,1,1,6,160,6,0,0,0,2,0,3,1,0.9248554913294798,0.0,1.0,0.0
75.26.225.143,1,1,20,49,20,0,0,0,1,0,2,0,0.5444444444444444,0.0,1.0,0.0
Marek69,0,34,193,56,36,47,10,16,18,86,28,0,0.1958041958041958,0.45714285714285713,0.6222222222222222,1.3428571428571427
EricTN,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Stevejobs24021955,0,1,0,3063,0,0,0,1,0,0,1,1,0.9996736292428199,0.5,0.5,0.0
71.232.179.151,1,1,0,0,0,1,0,0,0,3,0,0,0.0,0.0,0.0,0.5
Tedius Zanarukando,0,1,3,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Ecallow,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
86.18.86.225,1,2,0,1,0,0,0,1,0,0,4,0,0.5,0.3333333333333333,2.0,0.0
66.59.49.88,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
14.98.224.220,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Linuxsux,0,1,3,1,1,0,0,0,1,0,2,1,0.16666666666666666,0.0,1.0,0.0
199.185.67.131,1,1,1,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
Fabuhassan,0,1,3,0,0,0,1,0,0,0,2,1,0.0,0.0,1.0,0.0
Savorie,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Writtenonsand,0,1,2,1,1,0,0,0,1,0,0,0,0.2,0.0,0.0,0.0
Metal.lunchbox,0,1,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.5
North911,0,2,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Jordanflynn,0,1,2,0,0,0,1,0,0,0,3,0,0.0,0.0,1.5,0.0
Cheezey banana 101,0,1,31,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
74.99.185.48,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
89.251.197.18,1,1,15,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
70.227.165.83,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
71.229.200.64,1,1,2,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
SmokeyTheCat,0,4,31,0,0,0,4,0,0,0,2,0,0.0,0.0,0.4,0.0
173.71.12.251,1,1,0,2,0,0,0,1,0,0,0,0,0.6666666666666666,0.5,0.0,0.0
122.57.183.227,1,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0
122.52.225.208,1,1,3,0,0,0,1,0,0,0,1,1,0.0,0.0,0.5,0.0
Zuky79,0,1,5,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
PantsB,0,1,7,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
195.137.126.153,1,1,7,0,0,0,1,0,0,0,4,0,0.0,0.0,2.0,0.0
109.145.221.154,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Skylights76,0,1,0,1,0,0,0,1,0,0,0,0,0.5,0.5,0.0,0.0
NewEmotion,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0
Jackwels2134,0,1,3,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0
Cntrucking,0,1,7,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Dragonfish9,0,1,3,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Jstaryuk,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Moogmusic,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
2.27.115.114,1,1,1,0,0,0,1,0,0,0,1,1,0.0,0.0,0.5,0.0
71.129.48.248,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
173.183.123.1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Ottawakismet,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
217.206.224.213,1,1,7,47,7,0,0,0,1,0,1,0,0.7580645161290323,0.0,0.5,0.0
89.28.2.51,1,1,1,1,1,0,0,0,1,0,0,0,0.25,0.0,0.0,0.0
ThunderPeel2001,0,2,4,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0
216.73.76.50,1,1,1,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
118.209.180.47,1,1,52,0,0,2,1,0,0,0,0,0,0.0,0.0,0.0,1.0
50.76.79.158,1,1,2,0,0,0,2,0,0,0,4,1,0.0,0.0,1.3333333333333333,0.0
85.244.171.165,1,1,12,1,1,0,2,0,1,0,5,1,0.06666666666666667,0.0,1.25,0.0
VulcanTrekkie45,0,1,1,3,1,0,0,1,1,0,0,0,0.5,0.5,0.0,0.0
71.62.232.221,1,1,0,3,0,0,0,1,0,0,1,0,0.75,0.5,0.5,0.0
ZooCrewMan,0,1,2,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Daveed84x,0,1,0,6,0,0,0,1,0,0,0,0,0.8571428571428571,0.5,0.0,0.0
Smeagol 17,0,1,0,1,0,0,0,1,0,0,0,0,0.5,0.5,0.0,0.0
Locos epraix,0,2,41,7,3,0,5,0,2,0,0,0,0.1346153846153846,0.0,0.0,0.0
Sgoldman10,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Worrdo,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Josh a brewer,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Cerberus™,0,1,7,71,7,0,0,0,1,0,0,0,0.8255813953488372,0.0,0.0,0.0
64.235.90.34,1,1,4,0,0,0,1,0,0,0,4,0,0.0,0.0,2.0,0.0
24.154.48.214,1,1,2,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
Ukussa,0,1,1,1,1,0,0,0,1,0,0,0,0.25,0.0,0.0,0.0
Dreamyshade,0,2,22,24,14,0,0,1,1,0,0,0,0.39344262295081966,0.3333333333333333,0.0,0.0
82.112.145.215,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
70.240.147.163,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
76.87.119.3,1,1,4,0,0,0,1,0,0,0,3,0,0.0,0.0,1.5,0.0
Hardy Heck,0,1,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.5
Asseni,0,1,6,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0
188.222.88.146,1,1,2,0,0,0,1,0,0,0,1,1,0.0,0.0,0.5,0.0
50.132.95.222,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Gene Ward Smith,0,1,19,5,5,0,0,0,1,0,0,0,0.16666666666666666,0.0,0.0,0.0
Soule006,0,1,0,1,0,0,0,1,0,0,0,0,0.5,0.5,0.0,0.0
24.115.16.120,1,1,1,15,1,0,0,0,1,0,1,0,0.8333333333333334,0.0,0.5,0.0
24.139.212.17,1,1,3,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
178.134.210.95,1,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
67.238.223.214,1,1,2,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
93.102.189.27,1,1,2,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
209.232.155.62,1,1,2,0,0,0,1,0,0,0,4,1,0.0,0.0,2.0,0.0
TimothyJacobson,0,1,0,1,0,0,0,1,0,0,0,0,0.5,0.5,0.0,0.0
Mattinbgn,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Agsbphysics,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
GoodOrEvil,0,1,2,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
67.53.188.110,1,1,1,1,1,0,0,0,1,0,0,0,0.25,0.0,0.0,0.0
ChipmunkRaccoon,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0
JojoChestnut,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Serrabear8,0,1,6,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Alphaaslam,0,1,16,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Stuartyeates,0,1,0,0,0,1,0,0,0,1,1,0,0.0,0.0,1.0,0.5
Stumpy05,0,2,8,0,0,0,4,0,0,0,2,0,0.0,0.0,0.4,0.0
92.99.117.207,1,1,1,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
72.218.159.126,1,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
92.21.159.17,1,1,2,0,0,0,1,0,0,0,3,1,0.0,0.0,1.5,0.0
24.192.190.242,1,1,0,1,0,1,0,1,0,1,1,0,0.5,0.5,0.5,0.5
187.63.95.56,1,1,7,6,6,0,0,0,1,0,0,0,0.3,0.0,0.0,0.0
Pgecaj,0,1,2,0,0,0,2,0,0,0,1,0,0.0,0.0,0.3333333333333333,0.0
69.181.108.212,1,1,2,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Neurocod,0,1,0,1,0,0,0,1,0,0,0,0,0.5,0.5,0.0,0.0
212.26.82.13,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
89.144.158.60,1,1,0,1300,0,0,0,1,0,0,1,1,0.9992313604919293,0.5,0.5,0.0
124.184.242.244,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
JK Nair,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
200.113.194.1,1,1,0,0,0,0,0,0,0,0,3,0,0.0,0.0,3.0,0.0
Sepreece,0,1,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.5
Jimmy3d0,0,2,2,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Conay,0,3,82,27,8,2,10,2,3,2,6,0,0.2288135593220339,0.5,0.375,0.5
André Oliva,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Hatster301,0,1,6,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
24.43.67.9,1,1,0,2,0,0,0,1,0,0,0,0,0.6666666666666666,0.5,0.0,0.0
Sdoo493,0,1,1,1,0,1,1,1,0,1,0,0,0.3333333333333333,0.5,0.0,0.5
