user,is_anonymous,num_edits,added_words,deleted_words,changed_words,reverts_done,num_added_on_users,num_deleted_from_users,num_edited_after_users,num_reverted_users,num_reverted_by_users,vandal_label,deletion_ratio,aggression_ratio,community_rejection,revert_ratio
24.140.50.98,1,1,3,0,0,0,1,0,0,0,5,1,0.0,0.0,2.5,0.0
195.34.211.151,1,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
109.77.35.120,1,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Banhtrung1,0,3,2,4,0,0,2,1,0,0,2,0,0.5714285714285714,0.25,0.5,0.0
Velo Vrbata,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
86.129.254.13,1,1,0,2,0,0,0,1,0,0,0,0,0.6666666666666666,0.5,0.0,0.0
186.45.42.19,1,1,11,0,0,0,2,0,0,0,4,1,0.0,0.0,1.3333333333333333,0.0
189.180.189.138,1,1,5,1,1,0,0,0,1,0,0,1,0.125,0.0,0.0,0.0
FireFirepointpoint,0,1,3,2,2,0,0,0,1,0,2,0,0.25,0.0,1.0,0.0
Thealex1996,0,3,14,4,3,0,3,1,1,0,4,0,0.18181818181818182,0.25,0.6666666666666666,0.0
108.86.152.170,1,1,1,0,0,0,1,0,0,0,1,1,0.0,0.0,0.5,0.0
143.69.13.188,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
M855GT,0,1,0,1,0,0,0,1,0,0,0,0,0.5,0.5,0.0,0.0
216.82.164.114,1,1,5,0,0,0,1,0,0,0,1,1,0.0,0.0,0.5,0.0
90.211.135.33,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
76.166.98.126,1,1,2,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
Poiesia,0,1,3,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
67.168.153.41,1,1,3,0,0,0,1,0,0,0,3,0,0.0,0.0,1.5,0.0
Nalilord~enwiki,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Handsopened,0,1,2,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Skolahi,0,1,14,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Renergade1,0,1,1,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
173.251.93.106,1,1,2,0,0,0,2,0,0,0,3,1,0.0,0.0,1.0,0.0
201.37.176.125,1,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
199.207.253.101,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
134.76.81.25,1,1,2,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
94.15.45.17,1,1,2,0,0,0,1,0,0,0,1,1,0.0,0.0,0.5,0.0
Simon824,0,1,7,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Alvinleungthefirst,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Nazgul02,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
90.6.199.85,1,2,889,4717,0,0,1,1,0,0,1,0,0.8412698412698413,0.3333333333333333,0.3333333333333333,0.0
71.203.212.174,1,1,0,0,0,1,0,0,0,0,1,0,0.0,0.0,1.0,0.5
219.88.164.152,1,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
188.80.104.201,1,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0
Flying dustman,0,1,1,1,1,0,0,0,1,0,0,0,0.25,0.0,0.0,0.0
96.224.247.17,1,1,0,2,0,0,0,1,0,0,0,0,0.6666666666666666,0.5,0.0,0.0
GoldbergAdam,0,1,2,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Ventura488,0,1,42,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
12Danny123,0,1,2,0,0,0,1,0,0,0,4,0,0.0,0.0,2.0,0.0
Asdf1234ghjk5678,0,1,8,0,0,0,1,0,0,0,4,0,0.0,0.0,2.0,0.0
89.248.55.194,1,1,1,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
Fede ind,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
217.167.195.235,1,1,1,1,1,0,0,0,1,0,0,0,0.25,0.0,0.0,0.0
122.100.209.213,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Dead men's bells,0,2,3,9,0,1,3,1,0,3,1,0,0.6923076923076923,0.3333333333333333,0.2,0.3333333333333333
66.30.211.74,1,1,3,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
74.176.165.68,1,1,1,0,0,1,1,0,0,1,2,0,0.0,0.0,1.0,0.5
12.5.23.210,1,1,4,0,0,0,1,0,0,0,1,1,0.0,0.0,0.5,0.0
Wolfmankurd,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Kirovsky,0,1,8,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Certes,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Alexandrey1993,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Andygray110,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Mintchocolatebear,0,1,0,1,0,0,0,1,0,0,0,0,0.5,0.5,0.0,0.0
Criticcon,0,1,1,1,1,0,0,0,1,0,0,0,0.25,0.0,0.0,0.0
91.220.219.4,1,1,1,1,1,0,0,0,1,0,0,0,0.25,0.0,0.0,0.0
117.213.213.206,1,1,7,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
121.54.13.55,1,1,0,468,0,0,0,1,0,0,2,0,0.997867803837953,0.5,1.0,0.0
87.11.181.190,1,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
108.67.103.146,1,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0
85.94.110.124,1,1,4,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
129.97.25.64,1,1,0,11,0,0,0,1,0,0,1,0,0.9166666666666666,0.5,0.5,0.0
Pooua,0,1,0,1,0,0,0,1,0,0,0,0,0.5,0.5,0.0,0.0
Historyinc,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.5
65.200.157.177,1,1,0,0,0,0,0,0,0,0,3,0,0.0,0.0,3.0,0.0
Kerrick Staley,0,2,1,4,1,0,0,0,1,0,0,0,0.5714285714285714,0.0,0.0,0.0
62.77.253.85,1,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
OttawaAC,0,3,113,3,2,0,1,0,2,0,0,0,0.025210084033613446,0.0,0.0,0.0
Knobunc,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Ke$ha-fa,0,1,4,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Jeffrey Scott Maxwell,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Leafiest of Futures,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
89.101.186.178,1,1,0,3,0,0,0,1,0,0,1,0,0.75,0.5,0.5,0.0
Unimportant323,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0
GSTQ,0,2,92,0,0,0,2,0,0,0,1,0,0.0,0.0,0.3333333333333333,0.0
199.126.247.107,1,1,1,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
122.104.160.34,1,1,3,24,3,0,0,0,1,0,1,1,0.7741935483870968,0.0,0.5,0.0
86.11.77.246,1,1,9,38,9,0,0,0,1,0,1,0,0.6666666666666666,0.0,0.5,0.0
80.227.86.81,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
216.220.167.65,1,1,0,1,0,0,0,1,0,0,4,0,0.5,0.5,2.0,0.0
Pancakes222,0,1,7,0,0,0,1,0,0,0,1,1,0.0,0.0,0.5,0.0
213.106.165.99,1,1,0,1,0,0,0,1,0,0,1,0,0.5,0.5,0.5,0.0
90.227.128.185,1,1,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.5
120.63.201.64,1,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0
Fauzan,0,2,2,8,0,0,1,2,0,0,2,0,0.7272727272727273,0.6666666666666666,0.5,0.0
83.20.161.231,1,1,8,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
67.142.175.24,1,1,0,2,0,0,0,1,0,0,0,0,0.6666666666666666,0.5,0.0,0.0
Suhayl313,0,1,2,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Topher385,0,1,0,0,0,1,0,0,0,2,2,0,0.0,0.0,2.0,0.5
72.130.60.14,1,1,10,0,0,0,1,0,0,0,3,1,0.0,0.0,1.5,0.0
Stella clavisque,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Jonohanna17,0,1,4,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
176.254.25.164,1,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0
George2001hi,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
76.68.179.89,1,1,11,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
92.25.217.122,1,1,0,2,0,0,0,1,0,0,2,0,0.6666666666666666,0.5,1.0,0.0
Thanos5150,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
129.132.120.98,1,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
86.176.22.16,1,1,1,2,1,0,0,0,1,0,1,0,0.4,0.0,0.5,0.0
202.131.125.42,1,1,4,0,0,0,1,0,0,0,1,1,0.0,0.0,0.5,0.0
69.118.104.242,1,1,0,0,0,0,0,0,0,0,4,0,0.0,0.0,4.0,0.0
TheHills14,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
78.163.82.242,1,1,3,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
Gillettethebesturnancanget,0,1,4,3230,0,0,1,1,0,0,4,0,0.9984544049459042,0.5,1.3333333333333333,0.0
Kiralexis,0,1,0,8,0,0,0,1,0,0,0,0,0.8888888888888888,0.5,0.0,0.0
111.251.199.222,1,1,3,0,0,0,1,0,0,0,5,0,0.0,0.0,2.5,0.0
92.62.170.38,1,1,7,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
66.189.133.202,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Sowsnek,0,1,0,0,0,1,0,0,0,3,2,0,0.0,0.0,2.0,0.5
24.21.240.134,1,1,2,0,0,0,1,0,0,0,1,1,0.0,0.0,0.5,0.0
Gcanyon,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Shirtwaist,0,7,129,60,36,4,8,8,13,6,6,0,0.26548672566371684,1.0,0.2,0.5
Fraqtive42,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0
Sontuk96,0,1,0,6,0,0,0,1,0,0,1,0,0.8571428571428571,0.5,0.5,0.0
128.187.97.19,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Dick Shane,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
112.205.1.42,1,1,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.5
Albany NY,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
NERVUN,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2.50.27.32,1,1,6,2,2,0,3,0,1,0,4,1,0.18181818181818182,0.0,0.8,0.0
200.77.12.244,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
176.254.74.1,1,1,1,2,1,0,0,0,1,0,1,0,0.4,0.0,0.5,0.0
144.132.201.214,1,1,1,1,1,0,0,0,1,0,0,0,0.25,0.0,0.0,0.0
203.206.131.170,1,1,4,0,0,0,1,0,0,0,5,1,0.0,0.0,2.5,0.0
Zmasterodinternetz,0,1,21,0,0,1,1,0,0,2,0,0,0.0,0.0,0.0,0.5
86.159.140.26,1,1,13,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Mizanthrop,0,1,1,0,0,0,1,0,0,0,3,0,0.0,0.0,1.5,0.0
Esperfulmo,0,8,59,20,13,0,3,0,6,0,0,0,0.21505376344086022,0.0,0.0,0.0
Sticknuke007,0,2,8,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0
Goosnarrggh,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Lemonz123,0,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
142.58.174.86,1,1,24,0,0,0,1,0,0,0,3,0,0.0,0.0,1.5,0.0
92.237.119.162,1,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Someone another,0,1,1,2,1,0,0,0,1,0,0,0,0.4,0.0,0.0,0.0
Feline Hymnic,0,2,0,5,0,0,0,2,0,0,0,0,0.8333333333333334,0.6666666666666666,0.0,0.0
Talgalili,0,2,3,0,0,1,1,0,0,3,2,0,0.0,0.0,1.0,0.3333333333333333
2.24.16.134,1,1,6,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
72.21.122.60,1,1,3,0,0,0,1,0,0,0,2,1,0.0,0.0,1.0,0.0
Arhashleh,0,1,0,4,0,0,0,1,0,0,1,0,0.8,0.5,0.5,0.0
184.153.152.233,1,1,2,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
182.68.38.145,1,1,1,4,1,0,0,0,1,0,1,0,0.5714285714285714,0.0,0.5,0.0
JLMCGE01,0,1,3,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Bratant,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Geeoharee,0,4,1,1,0,1,1,1,0,1,1,0,0.3333333333333333,0.2,0.3333333333333333,0.2
72.38.65.133,1,1,6,1,1,0,2,0,1,0,6,0,0.1111111111111111,0.0,1.5,0.0
173.67.188.81,1,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0
178.205.58.171,1,1,1,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
Charlesdrakew,0,7,0,11,0,44,0,1,0,102,18,0,0.9166666666666666,0.125,9.0,5.5
90.215.23.31,1,1,0,9,0,0,0,1,0,0,3,0,0.9,0.5,1.5,0.0
78.147.12.166,1,1,7,1,1,0,0,0,1,0,3,0,0.1,0.0,1.5,0.0
Kobac,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
DanielWilson1997,0,1,0,1,0,0,0,1,0,0,0,0,0.5,0.5,0.0,0.0
86.44.42.35,1,1,2,1,1,0,0,0,1,0,6,0,0.2,0.0,3.0,0.0
68.41.37.93,1,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
124.13.126.100,1,1,1,1,1,0,0,0,1,0,0,0,0.25,0.0,0.0,0.0
Travis.m.granvold,0,1,2,4,2,0,0,0,1,0,0,0,0.4444444444444444,0.0,0.0,0.0
Aygulka,0,1,2,2,2,0,0,0,1,0,0,0,0.2857142857142857,0.0,0.0,0.0
Fenfox,0,1,1,1,1,0,0,0,1,0,1,0,0.25,0.0,0.5,0.0
Albert humbert,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Active Banana,0,4,0,40,0,15,0,3,0,22,2,0,0.975609756097561,0.6,0.5,3.0
131.191.91.3,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
راؤول شالكة,0,1,2,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
140.247.0.72,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
41.235.169.214,1,1,0,0,0,1,0,0,0,1,1,0,0.0,0.0,1.0,0.5
50.68.6.12,1,1,0,1,0,0,0,1,0,0,1,0,0.5,0.5,0.5,0.0
Marcadams99,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0
ChrisPsi,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
198.151.8.4,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Keiyakins,0,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
McCoppinMan,0,2,1,1,1,0,0,0,1,0,1,0,0.25,0.0,0.5,0.0
KyleReese,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0
108.66.199.168,1,1,0,5,0,0,0,1,0,0,6,0,0.8333333333333334,0.5,3.0,0.0
64.18.44.49,1,1,2,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
193.128.100.72,1,1,1,0,0,0,1,0,0,0,1,1,0.0,0.0,0.5,0.0
TheLhcaxD,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
User813110,0,1,1,1,1,0,0,0,1,0,0,0,0.25,0.0,0.0,0.0
Viridium,0,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Ohhellomai,0,1,19,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
177.40.44.4,1,1,0,2,0,0,0,1,0,0,1,0,0.6666666666666666,0.5,0.5,0.0
Iyiyiyiy,0,1,9,2181,7,0,1,0,1,0,2,1,0.9922656960873522,0.0,0.6666666666666666,0.0
Sjschen,0,1,8,30,5,0,2,1,2,0,0,0,0.6818181818181818,0.5,0.0,0.0
Compaq2drwho,0,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
158.184.79.69,1,1,2,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Dcs002,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Pgan002,0,3,1,5,1,0,0,1,1,0,0,0,0.625,0.25,0.0,0.0
69.134.74.108,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Jim10701,0,1,0,1,0,0,0,1,0,0,0,0,0.5,0.5,0.0,0.0
Edna23,0,1,0,0,0,0,0,0,0,0,4,0,0.0,0.0,4.0,0.0
Dscotese,0,1,16,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
122.170.112.208,1,1,0,11,0,0,0,1,0,0,1,0,0.9166666666666666,0.5,0.5,0.0
86.135.133.61,1,1,6,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
24.145.119.245,1,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
AshkanEbra,0,1,5,4,0,0,1,1,0,0,0,0,0.4,0.5,0.0,0.0
Elyk124,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.5
Kolega2357,0,1,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.5
OneDirectionForever,0,1,16,0,0,0,2,0,0,0,1,1,0.0,0.0,0.3333333333333333,0.0
NorthPark420,0,1,19,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
173.160.120.194,1,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
204.113.124.77,1,1,2,0,0,0,1,0,0,0,3,0,0.0,0.0,1.5,0.0
AllanDevil92,0,1,0,0,0,0,0,0,0,0,4,0,0.0,0.0,4.0,0.0
Cherndo5,0,1,22,3,3,0,0,0,1,0,0,0,0.10344827586206896,0.0,0.0,0.0
Flackster79,0,1,12,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
Fartinggrannies,0,1,3,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
88.165.6.166,1,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Simoncowell58,0,1,10,0,0,0,1,0,0,0,1,1,0.0,0.0,0.5,0.0
94.171.175.197,1,1,2,1,1,0,0,0,1,0,1,0,0.2,0.0,0.5,0.0
I'm No Winner,0,4,25,2,2,1,2,0,2,2,2,0,0.06666666666666667,0.0,0.4,0.2
FlashSheridan,0,2,2,1,1,0,1,0,1,0,0,0,0.2,0.0,0.0,0.0
Ross ucowr,0,1,2,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Jarni17,0,1,5,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0
99.11.240.126,1,1,2,0,0,0,1,0,0,0,1,1,0.0,0.0,0.5,0.0
68.42.218.55,1,1,21,0,0,0,2,0,0,0,4,0,0.0,0.0,1.3333333333333333,0.0
203.118.133.252,1,1,7,0,0,0,1,0,0,0,3,0,0.0,0.0,1.5,0.0
Bewat,0,1,15,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
223.223.151.252,1,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Ianzalone,0,1,7,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
131.252.142.131,1,1,0,9,0,0,0,1,0,0,1,0,0.9,0.5,0.5,0.0
173.22.120.49,1,1,4,177,4,0,0,0,1,0,3,1,0.9516129032258065,0.0,1.5,0.0
Pavel Vozenilek,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Kingpin13,0,2,0,0,0,2,0,0,0,3,1,0,0.0,0.0,1.0,0.6666666666666666
Lolmikes,0,1,2,0,0,0,1,0,0,0,5,0,0.0,0.0,2.5,0.0
Ginger Maine Coon,0,1,24,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Randumb11,0,1,4,0,0,0,1,0,0,0,1,1,0.0,0.0,0.5,0.0
Ollie354254,0,1,0,2560,0,0,0,1,0,0,3,0,0.9996095275283092,0.5,1.5,0.0
Pickle0012,0,1,4,0,0,0,2,0,0,0,3,0,0.0,0.0,1.0,0.0
KCLivingEZ,0,1,2,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Squirrel8296,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1969,0,1,7,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
83.109.20.76,1,1,6,0,0,0,1,0,0,0,1,1,0.0,0.0,0.5,0.0
Newt2012,0,1,7,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Beardsall,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
71.28.35.205,1,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Revolution789,0,1,224,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
208.36.203.227,1,1,15,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
Kast0n,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Composter,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
79.98.208.230,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
200.126.147.241,1,1,15,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Hispanosuiza,0,1,5,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Teancum,0,5,8,29,2,1,4,2,2,1,0,0,0.725,0.3333333333333333,0.0,0.16666666666666666
Slashd,0,1,1,66,1,0,0,0,1,0,0,0,0.9565217391304348,0.0,0.0,0.0
Diannaa,0,20,628,1065,305,55,12,35,39,82,19,0,0.5327663831915957,1.6666666666666667,0.21839080459770116,2.619047619047619
98.236.44.206,1,1,16,95,15,0,1,0,1,0,2,1,0.7480314960629921,0.0,0.6666666666666666,0.0
Kamrat,0,1,11,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
5.150.68.2,1,1,0,0,0,0,0,0,0,0,2,0,0.0,0.0,2.0,0.0
Nhantdn,0,1,16,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
TinyTemper,0,2,7,0,0,2,2,0,0,2,4,1,0.0,0.0,1.3333333333333333,0.6666666666666666
Atwarwiththem,0,3,1,1,0,0,1,1,0,0,1,0,0.3333333333333333,0.25,0.3333333333333333,0.0
Idiots1212,0,1,5,0,0,0,1,0,0,0,1,1,0.0,0.0,0.5,0.0
76.115.112.220,1,1,23,1,1,0,0,0,1,0,1,1,0.038461538461538464,0.0,0.5,0.0
59.93.201.75,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Gary84,0,1,3,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
110.39.90.131,1,1,1,0,0,1,1,0,0,5,0,0,0.0,0.0,0.0,0.5
NJZombie,0,4,0,3,0,0,0,3,0,0,0,0,0.75,0.6,0.0,0.0
Rlendog,0,3,2,25,2,0,0,1,1,0,0,0,0.8333333333333334,0.25,0.0,0.0
72.53.67.118,1,1,4,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
124.169.20.224,1,1,2,0,0,0,1,0,0,0,4,0,0.0,0.0,2.0,0.0
BoyTheKingCanDance,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
TriNitroGlycerin,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0
209.91.163.97,1,1,5,1,1,0,0,0,1,0,0,0,0.125,0.0,0.0,0.0
64.229.86.83,1,1,1,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
75.6.253.189,1,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0
Thumperward,0,12,112,129,39,3,4,8,11,8,3,0,0.45907473309608543,0.6153846153846154,0.125,0.23076923076923078
Kelvin 101,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Standleylake40,0,1,23,6153,23,0,0,0,1,0,4,0,0.9924193548387097,0.0,2.0,0.0
75.2.223.24,1,1,1,1,1,0,0,0,1,0,0,0,0.25,0.0,0.0,0.0
74.185.220.243,1,1,0,1,0,0,0,1,0,0,0,0,0.5,0.5,0.0,0.0
86.144.53.135,1,1,2,33,2,0,0,0,1,0,1,0,0.868421052631579,0.0,0.5,0.0
69.225.254.126,1,1,1,0,0,2,1,0,0,0,1,0,0.0,0.0,0.5,1.0
124.198.144.115,1,1,4,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
24.5.181.255,1,1,7,1,1,0,1,0,1,0,2,0,0.1,0.0,0.6666666666666666,0.0
72.215.60.253,1,1,5,0,0,0,1,0,0,0,4,1,0.0,0.0,2.0,0.0
83.229.48.222,1,1,5,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
CryingSpiltMilk,0,1,7,0,0,0,1,0,0,0,3,0,0.0,0.0,1.5,0.0
2.80.244.139,1,1,0,1,0,0,0,1,0,0,0,0,0.5,0.5,0.0,0.0
Nika1010,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Kapimont,0,1,4,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
65.12.204.35,1,1,3,0,0,0,1,0,0,0,5,0,0.0,0.0,2.5,0.0
173.74.225.253,1,1,2,1,1,0,0,0,1,0,0,0,0.2,0.0,0.0,0.0
Dayse7en,0,1,5,2,2,0,0,0,1,0,1,1,0.2,0.0,0.5,0.0
Tcncv,0,1,0,0,0,1,0,0,0,2,3,0,0.0,0.0,3.0,0.5
98.19.196.41,1,1,5,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
115.251.158.37,1,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
